,screen_name,created_at,text,retweet_count,favorite_count,in_reply_to_screen_name,retweeted_status_screen_name,user_description,source,lang,id
3110,fox5ny,2020-03-13T20:04:04Z,FDA finally clears New York labs to test for COVID-19 https://t.co/4KTTUqawny,3,5,,,Comments & photos shared here or using #Fox5NY could be used on any FOX platforms.,SocialNewsDesk,en,1238556455185326080
107,fox5ny,2020-05-17T18:12:04Z,Man accused of having sex with dead woman outside of homeless shelter https://t.co/U9xZo30tsP,3,5,,,Comments & photos shared here or using #Fox5NY could be used on any FOX platforms.,SocialNewsDesk,en,1262083478356713472
3107,fox5ny,2020-03-13T20:56:04Z,Royal Caribbean announces suspension of cruising in response to COVID-19 pandemic https://t.co/avuaUUovem,3,5,,,Comments & photos shared here or using #Fox5NY could be used on any FOX platforms.,SocialNewsDesk,en,1238569538381320192
113,fox5ny,2020-05-17T14:39:04Z,Space Force launches military's mystery space plane https://t.co/bnkF6IHWjb,3,15,,,Comments & photos shared here or using #Fox5NY could be used on any FOX platforms.,SocialNewsDesk,en,1262029874962800641
92,fox5ny,2020-05-18T13:01:06Z,Police: Man angry about virus closure attacks 2 with machete https://t.co/Z7B1SbCddC,3,4,,,Comments & photos shared here or using #Fox5NY could be used on any FOX platforms.,SocialNewsDesk,en,1262367608017469441
115,fox5ny,2020-05-17T12:24:04Z,Chinese ambassador to Israel found dead in home https://t.co/7GnsnpFQR7,3,6,,,Comments & photos shared here or using #Fox5NY could be used on any FOX platforms.,SocialNewsDesk,en,1261995904086740992
3100,fox5ny,2020-03-13T22:48:04Z,Trump announces suspension of outbound cruises for 30 days https://t.co/KAIBL21DAs,3,10,,,Comments & photos shared here or using #Fox5NY could be used on any FOX platforms.,SocialNewsDesk,en,1238597724506898433
123,fox5ny,2020-05-16T23:50:08Z,Giants' DeAndre Baker surrenders in armed robbery case https://t.co/u2GxXr0HBc,3,6,,,Comments & photos shared here or using #Fox5NY could be used on any FOX platforms.,SocialNewsDesk,en,1261806169871523845
124,fox5ny,2020-05-16T23:34:05Z,"Restaurants and racing can resume, but new rules abound https://t.co/H0mlp7tIuH",3,2,,,Comments & photos shared here or using #Fox5NY could be used on any FOX platforms.,SocialNewsDesk,en,1261802128118554624
128,fox5ny,2020-05-16T20:21:03Z,Colorado amends coronavirus death count - says fewer have died of COVID-19 than previously reported https://t.co/Jmj9Z90lyG,3,11,,,Comments & photos shared here or using #Fox5NY could be used on any FOX platforms.,SocialNewsDesk,en,1261753552717955072
3083,fox5ny,2020-03-14T03:17:04Z,How to get what you need at the store during COVID-19 crisis https://t.co/7f3WvXJY23,3,1,,,Comments & photos shared here or using #Fox5NY could be used on any FOX platforms.,SocialNewsDesk,en,1238665420904808453
3082,fox5ny,2020-03-14T03:34:04Z,"NYC keeps schools open, defying coronavirus trend https://t.co/9BKSFUa6A4",3,3,,,Comments & photos shared here or using #Fox5NY could be used on any FOX platforms.,SocialNewsDesk,en,1238669701250719751
148,fox5ny,2020-05-16T03:10:16Z,Traffic slowly returns to New York City's streets https://t.co/XwhSGfFG53,3,17,,,Comments & photos shared here or using #Fox5NY could be used on any FOX platforms.,SocialNewsDesk,en,1261494147770462211
152,fox5ny,2020-05-16T02:04:04Z,Pandemic claims yet another retailer: JCPenney https://t.co/lCpvrgFWTi,3,5,,,Comments & photos shared here or using #Fox5NY could be used on any FOX platforms.,SocialNewsDesk,en,1261477486988320769
3117,fox5ny,2020-03-13T18:38:28Z,#BREAKING:  NJ Gov.:   A statewide school shutdown will be coming at some point.  https://t.co/PuO1QxV19J,3,8,,,Comments & photos shared here or using #Fox5NY could be used on any FOX platforms.,Twitter Web App,en,1238534913617428480
91,fox5ny,2020-05-18T14:02:56Z,WATCH LIVE NOW: Mayor Bill de Blasio holds a briefing on the city's response to the #coronavirus pandemic. CLICK: https://t.co/PuO1QxV19J,3,3,,,Comments & photos shared here or using #Fox5NY could be used on any FOX platforms.,SocialNewsDesk,en,1262383170701479938
356,fox5ny,2020-05-12T06:32:05Z,FedEx driver surprises 6-year-old girl with cupcakes on quarantine birthday https://t.co/hk6lJeGdEG,3,7,,,Comments & photos shared here or using #Fox5NY could be used on any FOX platforms.,SocialNewsDesk,en,1260095384019501058
3159,fox5ny,2020-03-13T11:02:59Z,WATCH #GDNY LIVE NOW at this LINK: https://t.co/PuO1QxV19J https://t.co/wiuZXpIVFs,3,4,,,Comments & photos shared here or using #Fox5NY could be used on any FOX platforms.,SocialNewsDesk,en,1238420285851930625
15,fox5ny,2020-05-20T01:47:04Z,Navajo Nation reports highest per-capita COVID-19 infection rate in US https://t.co/JuEAHSbMKe,3,6,,,Comments & photos shared here or using #Fox5NY could be used on any FOX platforms.,SocialNewsDesk,en,1262922760428421121
16,fox5ny,2020-05-20T01:30:11Z,MTA to use UV lamps to sanitize subways and buses https://t.co/c0zEoIoH9l,3,10,,,Comments & photos shared here or using #Fox5NY could be used on any FOX platforms.,SocialNewsDesk,en,1262918508645580806
3186,fox5ny,2020-03-12T20:21:03Z,NY bans large gatherings https://t.co/Z7k4RjLfsz,3,5,,,Comments & photos shared here or using #Fox5NY could be used on any FOX platforms.,SocialNewsDesk,en,1238198340095037445
3180,fox5ny,2020-03-12T21:52:04Z,Wall Street has worst day since 1987 amid virus pandemic https://t.co/cf8avOca7t,3,3,,,Comments & photos shared here or using #Fox5NY could be used on any FOX platforms.,SocialNewsDesk,en,1238221246212472834
3172,fox5ny,2020-03-13T00:50:05Z,Walt Disney World Resort in Florida suspending operations due to coronavirus concerns https://t.co/dlnYhRMOm1,3,9,,,Comments & photos shared here or using #Fox5NY could be used on any FOX platforms.,SocialNewsDesk,en,1238266045703561222
38,fox5ny,2020-05-19T17:40:07Z,Catholic church closes after priests get coronavirus https://t.co/t0d6mNo6cX,3,5,,,Comments & photos shared here or using #Fox5NY could be used on any FOX platforms.,SocialNewsDesk,en,1262800212499869700
3163,fox5ny,2020-03-13T03:21:04Z,Universal Studios Hollywood will close Saturday through end of the month https://t.co/pzTA4WdWrB,3,1,,,Comments & photos shared here or using #Fox5NY could be used on any FOX platforms.,SocialNewsDesk,en,1238304039491829760
3162,fox5ny,2020-03-13T03:38:04Z,NYC mayor declares state of emergency due to COVID-19; schools to stay open https://t.co/Wntm5eBw3T,3,6,,,Comments & photos shared here or using #Fox5NY could be used on any FOX platforms.,SocialNewsDesk,en,1238308317858082817
3160,fox5ny,2020-03-13T04:10:05Z,"Democratic debate moved from Arizona to Washington, D.C. due to COVID-19 coronavirus concerns https://t.co/0ACvdAECU5",3,6,,,Comments & photos shared here or using #Fox5NY could be used on any FOX platforms.,SocialNewsDesk,en,1238316377620054016
3155,fox5ny,2020-03-13T11:23:03Z,"Mayor de Blasio on #GDNY:  ""people are going to suffer but New Yorkers can handle it""... ""we predict six months until we are able to say the crisis is receding."" Watch LIVE: https://t.co/PuO1QxV19J #coronavirus",3,2,,,Comments & photos shared here or using #Fox5NY could be used on any FOX platforms.,SocialNewsDesk,en,1238425336729174018
85,fox5ny,2020-05-18T18:06:04Z,"Western New York can begin restarting its economy, says Cuomo https://t.co/KeunUcAi7T",3,5,,,Comments & photos shared here or using #Fox5NY could be used on any FOX platforms.,SocialNewsDesk,en,1262444356126027778
3154,fox5ny,2020-03-13T11:36:33Z,"MTA Chairman Foye on #GDNY:  Mass transit is not shutting down. ""The system is safe."" Watch LIVE: https://t.co/PuO1QxV19J #coronavirus",3,2,,,Comments & photos shared here or using #Fox5NY could be used on any FOX platforms.,SocialNewsDesk,en,1238428734501326848
3151,fox5ny,2020-03-13T12:11:47Z,"Schools Chancellor on #GDNY: There are no plans to shut down public schools. ""We are prepared for any eventuality."" Watch LIVE: https://t.co/PuO1QxV19J #coronavirus",3,3,,,Comments & photos shared here or using #Fox5NY could be used on any FOX platforms.,SocialNewsDesk,en,1238437598013644800
3130,fox5ny,2020-03-13T16:20:36Z,"#Breaking Pres. Trump is preparing to invoke emergency powers as the country struggles to contain the coronavirus outbreak, according to two people familiar with the planning who spoke to the Associated Press on condition of anonymity. https://t.co/ipv0sWmtmy",3,5,,,Comments & photos shared here or using #Fox5NY could be used on any FOX platforms.,SocialNewsDesk,en,1238500218578055168
75,fox5ny,2020-05-18T22:56:05Z,Feds urge 'extreme caution' for reopening nursing homes https://t.co/4ogDQrM68J,3,6,,,Comments & photos shared here or using #Fox5NY could be used on any FOX platforms.,SocialNewsDesk,en,1262517341058990081
3128,fox5ny,2020-03-13T16:54:05Z,Trump preparing to invoke emergency powers over coronavirus https://t.co/X62MuLZUtm,3,4,,,Comments & photos shared here or using #Fox5NY could be used on any FOX platforms.,SocialNewsDesk,en,1238508643529736194
77,fox5ny,2020-05-18T21:28:52Z,"The FDA warned against using hydroxychloroquine for coronavirus outside of hospitals; the malaria drug is unproven for fighting COVID-19.  Thoughts? 
https://t.co/pbrzowavkB https://t.co/EH7JmI5PxN",3,11,,,Comments & photos shared here or using #Fox5NY could be used on any FOX platforms.,SocialNewsDesk,en,1262495393096572930
78,fox5ny,2020-05-18T21:25:02Z,"As states reopen President Trump says ""America is getting its life back!"" Thoughts?
https://t.co/pbrzowavkB https://t.co/17wkOgdDEe",3,15,,,Comments & photos shared here or using #Fox5NY could be used on any FOX platforms.,SocialNewsDesk,en,1262494429081985026
81,fox5ny,2020-05-18T20:44:03Z,"Mr. October!
Happy 74th birthday to baseball legend Reggie Jackson. https://t.co/N9DYbzkvxS",3,20,,,Comments & photos shared here or using #Fox5NY could be used on any FOX platforms.,SocialNewsDesk,en,1262484112989982722
3127,fox5ny,2020-03-13T17:10:05Z,"Woman, 41, is Jersey City's first confirmed coronavirus case https://t.co/DvrZaSNCsP",3,2,,,Comments & photos shared here or using #Fox5NY could be used on any FOX platforms.,SocialNewsDesk,en,1238512667578576897
153,fox5ny,2020-05-16T01:47:07Z,JCPenney files for bankruptcy as coronavirus pushes retailer over edge https://t.co/3ujUSPmHSF,3,5,,,Comments & photos shared here or using #Fox5NY could be used on any FOX platforms.,SocialNewsDesk,en,1261473220743569408
3074,fox5ny,2020-03-14T17:00:12Z,Take a virtual tour of hundreds of museums with Google https://t.co/jjjd5R7NH8,3,6,,,Comments & photos shared here or using #Fox5NY could be used on any FOX platforms.,SocialNewsDesk,en,1238872570528751616
3069,fox5ny,2020-03-14T18:20:07Z,"President Trump reveals he took COVID-19 test, results back soon https://t.co/nAV0vRdv2T",3,4,,,Comments & photos shared here or using #Fox5NY could be used on any FOX platforms.,SocialNewsDesk,en,1238892679771144192
324,fox5ny,2020-05-12T19:47:04Z,Coronavirus prompts Twitter to allow employees to work from home 'forever' https://t.co/ZGrsItjosm,3,8,,,Comments & photos shared here or using #Fox5NY could be used on any FOX platforms.,SocialNewsDesk,en,1260295448520204288
270,fox5ny,2020-05-13T19:54:05Z,Brawl breaks out at Red Lobster after long Mother's Day wait times https://t.co/9dFluRQRC8,3,3,,,Comments & photos shared here or using #Fox5NY could be used on any FOX platforms.,SocialNewsDesk,en,1260659600124084224
274,fox5ny,2020-05-13T18:47:04Z,Virus restrictions fuel anti-government 'boogaloo' movement https://t.co/gq7RheCgov,3,4,,,Comments & photos shared here or using #Fox5NY could be used on any FOX platforms.,SocialNewsDesk,en,1260642736849420291
278,fox5ny,2020-05-13T17:21:04Z,"NJ to allow construction, curbside retail, drive-in religious services https://t.co/0yVZqkuozE",3,6,,,Comments & photos shared here or using #Fox5NY could be used on any FOX platforms.,SocialNewsDesk,en,1260621094052073472
288,fox5ny,2020-05-13T13:11:19Z,"#Breaking Former Trump campaign chairman Paul Manafort has been transferred to home confinement after he sought the transfer due to the health risk in prison from coronavirus, Fox News has confirmed. https://t.co/sA3UVazPFK",3,6,,,Comments & photos shared here or using #Fox5NY could be used on any FOX platforms.,SocialNewsDesk,en,1260558241630695424
2978,fox5ny,2020-03-16T18:32:47Z,"NJ Gov. Murphy says not enough people heeded call for social distancing over weekend. ""There will be another St. Patrick's Day next year,"" he says. ""This is not a time for selfishness. This is a time to think about those around you."" #coronavirus #covid19",3,7,,,Comments & photos shared here or using #Fox5NY could be used on any FOX platforms.,SocialNewsDesk,en,1239620647233269761
303,fox5ny,2020-05-13T01:35:05Z,"More than 4,000 health care workers from NY hospital hit hard by COVID-19 gifted free vacations https://t.co/U2L1OYwoWk",3,8,,,Comments & photos shared here or using #Fox5NY could be used on any FOX platforms.,SocialNewsDesk,en,1260383029148758020
2974,fox5ny,2020-03-16T18:40:26Z,NJ Health Commissioner Judith Persichilli says the 80 new coronavirus patients range in age from 5 to 93. #covid13 #coronavirus https://t.co/PuO1QxV19J,3,4,,,Comments & photos shared here or using #Fox5NY could be used on any FOX platforms.,SocialNewsDesk,en,1239622570045046784
318,fox5ny,2020-05-12T21:27:05Z,"Injured, pregnant manatee rescued on Mother's Day weekend gives birth to healthy calf https://t.co/u1bwrPU2re",3,9,,,Comments & photos shared here or using #Fox5NY could be used on any FOX platforms.,SocialNewsDesk,en,1260320617104056324
322,fox5ny,2020-05-12T20:20:11Z,"California siblings: 14-year-old accepted to 8 universities, 16-year-old getting his PhD https://t.co/Dc3yumpJQI",3,8,,,Comments & photos shared here or using #Fox5NY could be used on any FOX platforms.,SocialNewsDesk,en,1260303781004292105
326,fox5ny,2020-05-12T19:14:04Z,"As Trump urges reopening, thousands getting sick from coronavirus on the job https://t.co/1AjxxmRbFV",3,5,,,Comments & photos shared here or using #Fox5NY could be used on any FOX platforms.,SocialNewsDesk,en,1260287141382426625
3067,fox5ny,2020-03-14T18:54:04Z,2-week suspension of NJ municipal court sessions announced https://t.co/dNVZ2baUmZ,3,5,,,Comments & photos shared here or using #Fox5NY could be used on any FOX platforms.,SocialNewsDesk,en,1238901226839957507
327,fox5ny,2020-05-12T18:57:04Z,"California siblings: 14-year-old accepted to 8 universities, 16-year-old is getting his PhD https://t.co/BRQfOOAMEG",3,16,,,Comments & photos shared here or using #Fox5NY could be used on any FOX platforms.,SocialNewsDesk,en,1260282862953287682
2957,fox5ny,2020-03-17T05:52:04Z,"US tells older people to stay home, all ages to avoid crowds https://t.co/GN3jFTqmKs",3,9,,,Comments & photos shared here or using #Fox5NY could be used on any FOX platforms.,SocialNewsDesk,en,1239791590983569409
2955,fox5ny,2020-03-17T06:25:08Z,"Romney proposes $1,000 checks for every American https://t.co/WqyRZAOExn",3,17,,,Comments & photos shared here or using #Fox5NY could be used on any FOX platforms.,SocialNewsDesk,en,1239799912583356416
2954,fox5ny,2020-03-17T06:42:05Z,Man shot while walking across Rutgers campus https://t.co/07cTf8xxPc,3,6,,,Comments & photos shared here or using #Fox5NY could be used on any FOX platforms.,SocialNewsDesk,en,1239804178991656961
335,fox5ny,2020-05-12T16:42:05Z,Man uses giant plastic Zorb ball to greet grandma on Mother’s Day https://t.co/8TnwQquZAP,3,5,,,Comments & photos shared here or using #Fox5NY could be used on any FOX platforms.,SocialNewsDesk,en,1260248893167722500
2943,fox5ny,2020-03-17T13:32:03Z,White House seeks $850 billion economic stimulus amid coronavirus concerns: AP sources https://t.co/rOsLrL3Kn5,3,6,,,Comments & photos shared here or using #Fox5NY could be used on any FOX platforms.,SocialNewsDesk,en,1239907352788307968
342,fox5ny,2020-05-12T14:32:04Z,"'Hamilton' to debut July 3 on Disney Plus, more than a year early https://t.co/7FnjAZwXgB",3,6,,,Comments & photos shared here or using #Fox5NY could be used on any FOX platforms.,SocialNewsDesk,en,1260216174492758017
2938,fox5ny,2020-03-17T14:22:40Z,WATCH LIVE NOW: Gov. Cuomo #coronavirus update CLICK: https://t.co/PuO1QxV19J https://t.co/n27Zt68RHW,3,2,,,Comments & photos shared here or using #Fox5NY could be used on any FOX platforms.,SocialNewsDesk,en,1239920088289083392
2930,fox5ny,2020-03-17T15:26:03Z,"NY coronavirus cases top 1,300 https://t.co/g7EZbOXiCR",3,4,,,Comments & photos shared here or using #Fox5NY could be used on any FOX platforms.,SocialNewsDesk,en,1239936039818530827
265,fox5ny,2020-05-13T21:17:05Z,Ticket refunds: Here’s what to do if your events are canceled or postponed due to COVID-19 https://t.co/PtBUDvF80v,3,2,,,Comments & photos shared here or using #Fox5NY could be used on any FOX platforms.,SocialNewsDesk,en,1260680490337566722
257,fox5ny,2020-05-13T23:35:05Z,MacArthur Airport installs sanitizing units to help fight virus https://t.co/uFn1LPqonq,3,8,,,Comments & photos shared here or using #Fox5NY could be used on any FOX platforms.,SocialNewsDesk,en,1260715219644493825
256,fox5ny,2020-05-14T00:05:02Z,"Some employees working for Twitter will never be going back to the office. Twitter CEO Jack Dorsey told employees that they'd be allowed to premanently work from home, even after COVID-19 passes. Would you permanently work from home if you could?
https://t.co/pbrzowavkB https://t.co/DlZSALzAKF",3,8,,,Comments & photos shared here or using #Fox5NY could be used on any FOX platforms.,SocialNewsDesk,en,1260722756620034052
252,fox5ny,2020-05-14T01:16:04Z,Cats with no symptoms spread virus to other cats in lab test https://t.co/Vf6cyZJn7b,3,5,,,Comments & photos shared here or using #Fox5NY could be used on any FOX platforms.,SocialNewsDesk,en,1260740630646591488
163,fox5ny,2020-05-15T23:07:04Z,MTA chairman: Pandemic fare hike is a 'nonstarter' https://t.co/6EbBtxUBpW,3,5,,,Comments & photos shared here or using #Fox5NY could be used on any FOX platforms.,SocialNewsDesk,en,1261432940749176832
3064,fox5ny,2020-03-14T20:32:03Z,Americans brace for new life of no school and growing dread https://t.co/D52jCafpHY,3,1,,,Comments & photos shared here or using #Fox5NY could be used on any FOX platforms.,SocialNewsDesk,en,1238925885639667713
3050,fox5ny,2020-03-15T02:15:10Z,"NJ announces 2nd death, 19 new coronavirus cases https://t.co/ld6Q4NWGhD",3,12,,,Comments & photos shared here or using #Fox5NY could be used on any FOX platforms.,SocialNewsDesk,en,1239012232823963648
3036,fox5ny,2020-03-15T18:10:54Z,RT @JessicaFormoso: @NYGovCuomo says NYS needs more ICU beds. #coronavirus @fox5ny https://t.co/JVr4sucqf0,3,0,,JessicaFormoso,Comments & photos shared here or using #Fox5NY could be used on any FOX platforms.,SocialNewsDesk,en,1239252750405382144
3030,fox5ny,2020-03-15T19:51:03Z,"Lakers, Clippers, Kings create fund to financially support hourly Staples workers impacted by suspended season https://t.co/iBmB6UJMX3",3,13,,,Comments & photos shared here or using #Fox5NY could be used on any FOX platforms.,SocialNewsDesk,en,1239277955668496385
3027,fox5ny,2020-03-15T20:42:04Z,Academy of Country Music Awards postponed amid coronavirus outbreak https://t.co/7H8JwszFiU,3,7,,,Comments & photos shared here or using #Fox5NY could be used on any FOX platforms.,SocialNewsDesk,en,1239290792503660549
3026,fox5ny,2020-03-15T20:59:09Z,'Share your toilet paper': Man inspires impromptu exchange on California street corner https://t.co/Hze5C4iLOu,3,6,,,Comments & photos shared here or using #Fox5NY could be used on any FOX platforms.,SocialNewsDesk,en,1239295090230808584
207,fox5ny,2020-05-14T22:14:04Z,Doctor on frontlines of COVID-19 battle one step closer to receiving green card https://t.co/g1aimaRXk2,3,5,,,Comments & photos shared here or using #Fox5NY could be used on any FOX platforms.,SocialNewsDesk,en,1261057216347504640
214,fox5ny,2020-05-14T20:17:04Z,"PD: Homeowner shoots, kills naked burglary suspect in Scottsdale https://t.co/KUF0C3rqmK",3,6,,,Comments & photos shared here or using #Fox5NY could be used on any FOX platforms.,SocialNewsDesk,en,1261027774720028672
218,fox5ny,2020-05-14T19:10:10Z,"Young Brooklyn priest loses mentor, then his father -- both to virus https://t.co/1RRO4fGvIB",3,3,,,Comments & photos shared here or using #Fox5NY could be used on any FOX platforms.,SocialNewsDesk,en,1261010937991041025
219,fox5ny,2020-05-14T18:54:08Z,How does a pandemic end? https://t.co/FcJQ0V6Pfd,3,9,,,Comments & photos shared here or using #Fox5NY could be used on any FOX platforms.,SocialNewsDesk,en,1261006904169582595
3022,fox5ny,2020-03-15T22:07:05Z,"Fed slashes rates to near zero, eases bank lending rules https://t.co/orCfqab4Dr",3,7,,,Comments & photos shared here or using #Fox5NY could be used on any FOX platforms.,SocialNewsDesk,en,1239312189397311495
227,fox5ny,2020-05-14T16:48:04Z,Atlantic City casinos shatter revenue-drop record https://t.co/Xmx6cgCB4g,3,5,,,Comments & photos shared here or using #Fox5NY could be used on any FOX platforms.,SocialNewsDesk,en,1260975177229381633
230,fox5ny,2020-05-14T15:22:04Z,Doctor on frontline of COVID-19 battle granted green card https://t.co/xsGt8rg2f3,3,4,,,Comments & photos shared here or using #Fox5NY could be used on any FOX platforms.,SocialNewsDesk,en,1260953533655986176
235,fox5ny,2020-05-14T12:59:06Z,36 million have sought US unemployment aid since virus hit https://t.co/PTFwN5le5t,3,6,,,Comments & photos shared here or using #Fox5NY could be used on any FOX platforms.,SocialNewsDesk,en,1260917553964224513
236,fox5ny,2020-05-14T12:42:04Z,Trump's push for opening school clashes with Fauci's caution https://t.co/maah0Qeuwa,3,3,,,Comments & photos shared here or using #Fox5NY could be used on any FOX platforms.,SocialNewsDesk,en,1260913269231026176
3013,fox5ny,2020-03-16T00:37:04Z,100 coronavirus questions answered by world-leading virologist Peter Piot https://t.co/KLRW8CaWbn,3,4,,,Comments & photos shared here or using #Fox5NY could be used on any FOX platforms.,SocialNewsDesk,en,1239349932571668480
244,fox5ny,2020-05-14T03:29:05Z,Westchester grocery chain takes reservations to help keep social distancing https://t.co/gSZctTeOv9,3,7,,,Comments & photos shared here or using #Fox5NY could be used on any FOX platforms.,SocialNewsDesk,en,1260774106091393024
247,fox5ny,2020-05-14T02:39:04Z,NYU researchers publish study casting doubt on accuracy of rapid COVID-19 test used by White House https://t.co/4ZO6QnBqbd,3,2,,,Comments & photos shared here or using #Fox5NY could be used on any FOX platforms.,SocialNewsDesk,en,1260761520415346689
2616,fox5ny,2020-03-22T18:59:32Z,WATCH LIVE - Mayor Bill de Blasio and New York City Police Commissioner Dermot Shea address the coronavirus outbreak. https://t.co/PuO1QxV19J,3,5,,,Comments & photos shared here or using #Fox5NY could be used on any FOX platforms.,SocialNewsDesk,en,1241801702619123717
2751,fox5ny,2020-03-19T22:50:06Z,Connecticut delays presidential primary to June 2 https://t.co/btkkRmS1o3,3,3,,,Comments & photos shared here or using #Fox5NY could be used on any FOX platforms.,SocialNewsDesk,en,1240772564663914497
2381,fox5ny,2020-03-27T21:54:04Z,Trump signs $2.2T stimulus after swift congressional votes https://t.co/TJQoNVgNMO,3,4,,,Comments & photos shared here or using #Fox5NY could be used on any FOX platforms.,SocialNewsDesk,en,1243657567840210950
1115,fox5ny,2020-04-24T22:36:04Z,"Trump: Postal Service must charge Amazon more, or no loan https://t.co/HeBHwSw6nB",3,8,,,Comments & photos shared here or using #Fox5NY could be used on any FOX platforms.,SocialNewsDesk,en,1253814996246593543
1089,fox5ny,2020-04-25T18:55:11Z,"Global death toll from coronavirus surpasses 200,000 https://t.co/6kyudYPIRu",3,4,,,Comments & photos shared here or using #Fox5NY could be used on any FOX platforms.,SocialNewsDesk,en,1254121796250591232
1090,fox5ny,2020-04-25T18:39:04Z,"Police: 'Excessive' wearing of medical mask possibly caused NJ driver to pass out, crash https://t.co/9tJeJm2xZN",3,6,,,Comments & photos shared here or using #Fox5NY could be used on any FOX platforms.,SocialNewsDesk,en,1254117739251273728
2600,fox5ny,2020-03-23T12:19:04Z,"Trump: Hanes 'retrofitting' plants to make medical masks, distilleries producing hand sanitizer https://t.co/tCEqpUDBFC",3,7,,,Comments & photos shared here or using #Fox5NY could be used on any FOX platforms.,SocialNewsDesk,en,1242063309731508225
2379,fox5ny,2020-03-27T22:27:05Z,Long Island officials scrambling to prepare as coronavirus infections rise https://t.co/O3Lvu7jDXU,3,3,,,Comments & photos shared here or using #Fox5NY could be used on any FOX platforms.,SocialNewsDesk,en,1243665874051043328
1093,fox5ny,2020-04-25T17:35:06Z,"In Trump's shadow, Congress-at-home eyes reboot during coronavirus https://t.co/RzVqOHe8YO",3,6,,,Comments & photos shared here or using #Fox5NY could be used on any FOX platforms.,SocialNewsDesk,en,1254101642775080960
2374,fox5ny,2020-03-27T23:21:14Z,"Sunday at 9pm Elton John hosts a COVID-19 benefit special on FOX and iHeart. You can watch on FOX 5 or on https://t.co/li25ItPo4G. Performances from Alicia Keys, Backstreet Boys, Billie Eilish, Billie Joe Armstrong, Mariah Carey, Tim McGraw and more.
https://t.co/tW8YNnquUX https://t.co/g9Nhm2K0ND",3,1,,,Comments & photos shared here or using #Fox5NY could be used on any FOX platforms.,SocialNewsDesk,en,1243679502074552323
2371,fox5ny,2020-03-28T00:12:04Z,"Mayor de Blasio: Religious services will be shut down; fines, closures possible https://t.co/z1jgg88Avv",3,5,,,Comments & photos shared here or using #Fox5NY could be used on any FOX platforms.,SocialNewsDesk,en,1243692293133086720
1109,fox5ny,2020-04-25T01:17:05Z,"Heatwave draws 40,000 to Newport Beach https://t.co/0JKMBFoiRL",3,12,,,Comments & photos shared here or using #Fox5NY could be used on any FOX platforms.,SocialNewsDesk,en,1253855516247408640
2369,fox5ny,2020-03-28T00:45:09Z,LA Sparks guard Sydney Wiese tests positive for COVID-19 after returning from Europe https://t.co/I4ZZ0BkHnL,3,1,,,Comments & photos shared here or using #Fox5NY could be used on any FOX platforms.,SocialNewsDesk,en,1243700622895058944
1124,fox5ny,2020-04-24T19:59:06Z,Photo of sad-looking dog in quarantine goes viral https://t.co/I7IC2uKg5d,3,2,,,Comments & photos shared here or using #Fox5NY could be used on any FOX platforms.,SocialNewsDesk,en,1253775492282548232
991,fox5ny,2020-04-28T17:33:03Z,NJ reports more coronavirus deaths than NY on Tuesday https://t.co/aDJJPZAPl1,3,5,,,Comments & photos shared here or using #Fox5NY could be used on any FOX platforms.,SocialNewsDesk,en,1255188292171112456
2363,fox5ny,2020-03-28T02:25:07Z,Couple recreates final dance scene from ‘Dirty Dancing’ while in COVID-19 isolation https://t.co/Q12qZfS4n1,3,5,,,Comments & photos shared here or using #Fox5NY could be used on any FOX platforms.,SocialNewsDesk,en,1243725776513568769
1128,fox5ny,2020-04-24T18:57:04Z,Dog gives birth to litter of 21 puppies https://t.co/KX90ifv3LY,3,7,,,Comments & photos shared here or using #Fox5NY could be used on any FOX platforms.,SocialNewsDesk,en,1253759884769796097
1130,fox5ny,2020-04-24T18:24:04Z,"‘I believe in us’: Alicia Keys drops new song ‘Good Job,’ honoring essential workers during pandemic https://t.co/tpA4I6fNaj",3,9,,,Comments & photos shared here or using #Fox5NY could be used on any FOX platforms.,SocialNewsDesk,en,1253751579125207042
2360,fox5ny,2020-03-28T03:05:24Z,RT @LisaEvers: To everyone asking #streetsoldiers TV  which was on 10:30  Fri nights on #fox5ny is on pause due to extended news coverage on the #coronavirus pandemic. You can watch many episodes on https://t.co/ZJvbRkF97R &amp; join me LIVE on… https://t.co/X9CpmJc8dP,3,0,,LisaEvers,Comments & photos shared here or using #Fox5NY could be used on any FOX platforms.,SocialNewsDesk,en,1243735916805599236
1132,fox5ny,2020-04-24T17:14:04Z,"Trump signs $484 billion measure to aid employers, hospitals https://t.co/VsaDoMlwEL",3,2,,,Comments & photos shared here or using #Fox5NY could be used on any FOX platforms.,SocialNewsDesk,en,1253733963601981444
1134,fox5ny,2020-04-24T16:42:47Z,"Man kills stepson in coronavirus lockdown dispute

https://t.co/E6r9ZyjLdX",3,3,,,Comments & photos shared here or using #Fox5NY could be used on any FOX platforms.,Twitter Web App,en,1253726088091578369
1149,fox5ny,2020-04-24T11:39:05Z,"Robbers break door down, take cash, sneakers https://t.co/rlu4ktWlkz",3,6,,,Comments & photos shared here or using #Fox5NY could be used on any FOX platforms.,SocialNewsDesk,en,1253649661254041600
1155,fox5ny,2020-04-24T03:07:04Z,Mark Cuban discusses economic impact of COVID-19 in Fox Business virtual town hall https://t.co/GTUM5XUZAL,3,4,,,Comments & photos shared here or using #Fox5NY could be used on any FOX platforms.,SocialNewsDesk,en,1253520808191897606
